id;questionusageid;slot;behaviour;questionid;variant;maxmark;minfraction;maxfraction;flagged;questionsummary;rightanswer;responsesummary;timemodified
10625;10136;3;deferredfeedback;5;1;"1.0000000";"0.0000000";"1.0000000";"0";"Inwiefern kann man von einer Verpflichtung von Bildungsinstitutionen sprechen, Bildungsdaten auszuwerten?

: Insofern, dass Bildungsinstitutionen ethisch verpflichtet sind, auf der Grundlage der durch Analysen gewonnenen Erkenntnisse zu handeln.

; Insofern, dass Bildungsinstitutionen gesetzlich verpflichtet sind, Learning Analytics einzusetzen.

";"Insofern, dass Bildungsinstitutionen ethisch verpflichtet sind, auf der Grundlage der durch Analysen gewonnenen Erkenntnisse zu handeln.

";"Insofern, dass Bildungsinstitutionen ethisch verpflichtet sind, auf der Grundlage der durch Analysen gewonnenen Erkenntnisse zu handeln.

";1665059060
10626;10136;4;deferredfeedback;6;1;"1.0000000";"0.0000000";"1.0000000";"0";"Warum ist es wichtig, wie die Studierenden Zweck und Motivation der Einrichtung für den Einsatz von Learning Analytics wahrnehmen?

: Damit Studierende eine solche Überwachung befürworten

; Um positive Beziehungen zu den Studierenden zu pflegen

; Um die Gewinne zu maximieren

; Um die Zahl der Studierenden, die einen Abschluss erreichen, zu maximieren

; Um die Abschlussquoten von benachteiligten Studierenden zu verbessern

";"Damit Studierende eine solche Überwachung befürworten

; Um positive Beziehungen zu den Studierenden zu pflegen

";"Damit Studierende eine solche Überwachung befürworten

; Um die Gewinne zu maximieren

";1665059060
10627;10136;5;deferredfeedback;10;1;"1.0000000";"0.0000000";"1.0000000";"0";"Warum ist es für Lerninstitutionen schwierig, ein ganzheitliches, repräsentatives Bild der Lebenswelt von Studierenden zu erhalten?

: Die Korrektur von unvollständigen Daten kann zu verzerrenden Interpretationen führen.

; Viele Aktivitäten der Studierenden finden an verschiedenen Orten außerhalb des eigenen LMS statt.
; Aus der riesigen Menge an Aktivitätsdaten müssen pädagogisch relevante Informationen zunächst ermittelt werden.

; Ethische Leitlinien für die Datennutzung sind aufgrund verschiedener Datenschutzstandards verschiedener Standorte schwierig durchzusetzen.

; Es stehen zu wenig Datenanalysten und Tools zur Auswertung zur Verfügung.

";"Die Korrektur von unvollständigen Daten kann zu verzerrenden Interpretationen führen.

; Viele Aktivitäten der Studierenden finden an verschiedenen Orten außerhalb des eigenen LMS statt.
; Aus der riesigen Menge an Aktivitätsdaten müssen pädagogisch relevante Informationen zunächst ermittelt werden.

; Ethische Leitlinien für die Datennutzung sind aufgrund verschiedener Datenschutzstandards verschiedener Standorte schwierig durchzusetzen.

";"Viele Aktivitäten der Studierenden finden an verschiedenen Orten außerhalb des eigenen LMS statt.
; Ethische Leitlinien für die Datennutzung sind aufgrund verschiedener Datenschutzstandards verschiedener Standorte schwierig durchzusetzen.

";1665059060
10628;10136;6;deferredfeedback;12;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Auswirkungen kann die Verhaltensmodellierung von Studierenden haben?

: Studierende können nicht alle Eigenschaften der zugehörigen Kohorte teilen und dadurch in ihren Möglichkeiten eingeschränkt werden

; Verhalten und Reaktionen von Institutionen gegenüber Studierenden wird einseitig eingeschränkt

; Studierende werden nicht mehr als Individuen, sondern als Teil einer Kohorte betrachtet

; Individuelle Bedürfnisse werden weniger berücksichtigt

";"Studierende können nicht alle Eigenschaften der zugehörigen Kohorte teilen und dadurch in ihren Möglichkeiten eingeschränkt werden

; Verhalten und Reaktionen von Institutionen gegenüber Studierenden wird einseitig eingeschränkt

; Studierende werden nicht mehr als Individuen, sondern als Teil einer Kohorte betrachtet

; Individuelle Bedürfnisse werden weniger berücksichtigt

";"Studierende können nicht alle Eigenschaften der zugehörigen Kohorte teilen und dadurch in ihren Möglichkeiten eingeschränkt werden

; Verhalten und Reaktionen von Institutionen gegenüber Studierenden wird einseitig eingeschränkt

";1665059060
10629;10136;7;deferredfeedback;16;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Gefahren bestehen für Studierende durch die Anwendung von Mustererkennung?: Die Macht in falschen Händen, Menschen auf Basis individueller Anreize, auf die sie reagieren, zu manipulieren

; Autopropaganda, d.h. die Indoktrinierung mit eigenen Ideen und die Verstärkung des Verlangens nach Dingen, die uns vertraut sind

; Die dynamische Natur der Studierenden wird missachtet.

; Dass Individuen in vergangenen Entscheidungen gefangen bleiben

; Aktuelle Klischees und Vorurteile werden widergespiegelt und aufrecht erhalten.

; Studierenden können weniger außerhalb der auferlegten Algorithmen und Modelle handeln.

";"Die Macht in falschen Händen, Menschen auf Basis individueller Anreize, auf die sie reagieren, zu manipulieren

; Autopropaganda, d.h. die Indoktrinierung mit eigenen Ideen und die Verstärkung des Verlangens nach Dingen, die uns vertraut sind

; Die dynamische Natur der Studierenden wird missachtet.

; Dass Individuen in vergangenen Entscheidungen gefangen bleiben

; Aktuelle Klischees und Vorurteile werden widergespiegelt und aufrecht erhalten.

; Studierenden können weniger außerhalb der auferlegten Algorithmen und Modelle handeln.

";"Die dynamische Natur der Studierenden wird missachtet.

; Dass Individuen in vergangenen Entscheidungen gefangen bleiben

";1665059060
10630;10136;8;deferredfeedback;18;1;"1.0000000";"0.0000000";"1.0000000";"0";"Wie könnten sowohl das Potenzial von Learning Analytics als auch die damit verbundenen ethischen Herausforderungen angegangen werden?

: Indem sowohl der Zugang zu Datensätzen (z. B. zu Forschungs-, Rechenschafts- oder institutionellen Verbesserungszwecken) als auch die Wahrung der Privatsphäre der Studierenden ermöglicht bzw. gesichert werden.

; Durch eine Deregulierung von institutionellen Verhaltenskodizes, da Learning Analytics durch den Verwaltungsaufwand durch Einwilligungserklärungen und Transparenzanforderungen so gut wie unmöglich wird

; Durch die Formulierung von institutionellen Verhaltenskodizes

; Indem die Privatsphäre der Studierenden durch einen stark regulierten Zugang zu Datensätzen gewährleistet wird

";"Indem sowohl der Zugang zu Datensätzen (z. B. zu Forschungs-, Rechenschafts- oder institutionellen Verbesserungszwecken) als auch die Wahrung der Privatsphäre der Studierenden ermöglicht bzw. gesichert werden.

; Durch die Formulierung von institutionellen Verhaltenskodizes

";"Indem sowohl der Zugang zu Datensätzen (z. B. zu Forschungs-, Rechenschafts- oder institutionellen Verbesserungszwecken) als auch die Wahrung der Privatsphäre der Studierenden ermöglicht bzw. gesichert werden.

; Durch eine Deregulierung von institutionellen Verhaltenskodizes, da Learning Analytics durch den Verwaltungsaufwand durch Einwilligungserklärungen und Transparenzanforderungen so gut wie unmöglich wird

";1665059060
10681;10187;1;deferredfeedback;20;1;"1.0000000";"0.0000000";"1.0000000";"0";"Wie lässt sich Learning Analytics definieren?

: Sammlung, Analyse, Nutzung und Bereitstellung von durch Studierende generierten Daten, um Unterstützung für Lernende zu schaffen.

; Die Hauptzielgruppe sind Lernende und Lehrende der Bildungsinstitutionen.

; Ein Prozess, um Bildungsinstitutionen die Daten für die operative und finanzielle Entscheidungsfindung bereitzustellen

; Die Hauptzielgruppe sind Verwaltung und leitende Angestellte der Bildungsinstitutionen.

; Daten von Studierenden über ihr Lernverhalten in Lernmanagementsystemen werden gesammelt, um den Lernerfolg zu verbessern.
";"Sammlung, Analyse, Nutzung und Bereitstellung von durch Studierende generierten Daten, um Unterstützung für Lernende zu schaffen.

; Die Hauptzielgruppe sind Lernende und Lehrende der Bildungsinstitutionen.

; Daten von Studierenden über ihr Lernverhalten in Lernmanagementsystemen werden gesammelt, um den Lernerfolg zu verbessern.
";"Die Hauptzielgruppe sind Lernende und Lehrende der Bildungsinstitutionen.

";1665059163
10682;10187;2;deferredfeedback;1;1;"1.0000000";"0.0000000";"1.0000000";"0";"Ab wann entwickelte sich die Internet-Forschungsethik?

: Anfang der 1980er-Jahre

; Anfang der 1960er-Jahre

; Anfang der 2000er-Jahre

; Anfang der 1990er-Jahre

";"Anfang der 1990er-Jahre

";"Anfang der 2000er-Jahre

";1665059163
10683;10187;3;deferredfeedback;2;1;"1.0000000";"0.0000000";"1.0000000";"0";"Auf welche Verwendung von Informationen konzentrieren sich rechtliche Rahmenwerke häufig einseitig?

: Verwendung innerhalb einer Einrichtung

; Verwendung außerhalb einer Einrichtung

";"Verwendung außerhalb einer Einrichtung

";"Verwendung innerhalb einer Einrichtung

";1665059163
10684;10187;4;deferredfeedback;4;1;"1.0000000";"0.0000000";"1.0000000";"0";"Aus welchen Gründen beschließen Bildungsinstitutionen häufig, Learning Analytics nicht einzusetzen?

: Fragen des Datenschutzes und Datenmissbrauchs

; Finanzielle Kosten der Implementierung

; Gleichgroße oder geringere Investionen in andere Ressourcen sind vorteilhafter.

";"Finanzielle Kosten der Implementierung

; Gleichgroße oder geringere Investionen in andere Ressourcen sind vorteilhafter.

";"Fragen des Datenschutzes und Datenmissbrauchs

";1665059163
10685;10187;5;deferredfeedback;5;1;"1.0000000";"0.0000000";"1.0000000";"0";"Inwiefern kann man von einer Verpflichtung von Bildungsinstitutionen sprechen, Bildungsdaten auszuwerten?

: Insofern, dass Bildungsinstitutionen gesetzlich verpflichtet sind, Learning Analytics einzusetzen.

; Insofern, dass Bildungsinstitutionen ethisch verpflichtet sind, auf der Grundlage der durch Analysen gewonnenen Erkenntnisse zu handeln.

";"Insofern, dass Bildungsinstitutionen ethisch verpflichtet sind, auf der Grundlage der durch Analysen gewonnenen Erkenntnisse zu handeln.

";"Insofern, dass Bildungsinstitutionen ethisch verpflichtet sind, auf der Grundlage der durch Analysen gewonnenen Erkenntnisse zu handeln.

";1665059163
10686;10187;6;deferredfeedback;9;1;"1.0000000";"0.0000000";"1.0000000";"0";"Sollte den Studierenden die instutionelle Überwachung  bewusst gemacht werden?

: Ja, da Studierende dann ihr Online-Verhalten, z.B. über welche Themen sie wie schreiben, anpassen.

; Nein, die Leichtigkeit, mit der heute Daten auf sozialen Netzwerken geteilt werden, zeigen ohnehin einen sorglosen Umgang mit der Privatsphäre.

";"Ja, da Studierende dann ihr Online-Verhalten, z.B. über welche Themen sie wie schreiben, anpassen.

";"Nein, die Leichtigkeit, mit der heute Daten auf sozialen Netzwerken geteilt werden, zeigen ohnehin einen sorglosen Umgang mit der Privatsphäre.

";1665059163
10687;10187;7;deferredfeedback;10;1;"1.0000000";"0.0000000";"1.0000000";"0";"Warum ist es für Lerninstitutionen schwierig, ein ganzheitliches, repräsentatives Bild der Lebenswelt von Studierenden zu erhalten?

: Ethische Leitlinien für die Datennutzung sind aufgrund verschiedener Datenschutzstandards verschiedener Standorte schwierig durchzusetzen.

; Die Korrektur von unvollständigen Daten kann zu verzerrenden Interpretationen führen.

; Aus der riesigen Menge an Aktivitätsdaten müssen pädagogisch relevante Informationen zunächst ermittelt werden.

; Viele Aktivitäten der Studierenden finden an verschiedenen Orten außerhalb des eigenen LMS statt.
; Es stehen zu wenig Datenanalysten und Tools zur Auswertung zur Verfügung.

";"Ethische Leitlinien für die Datennutzung sind aufgrund verschiedener Datenschutzstandards verschiedener Standorte schwierig durchzusetzen.

; Die Korrektur von unvollständigen Daten kann zu verzerrenden Interpretationen führen.

; Aus der riesigen Menge an Aktivitätsdaten müssen pädagogisch relevante Informationen zunächst ermittelt werden.

; Viele Aktivitäten der Studierenden finden an verschiedenen Orten außerhalb des eigenen LMS statt.
";"Ethische Leitlinien für die Datennutzung sind aufgrund verschiedener Datenschutzstandards verschiedener Standorte schwierig durchzusetzen.

";1665059163
10688;10187;8;deferredfeedback;6;1;"1.0000000";"0.0000000";"1.0000000";"0";"Warum ist es wichtig, wie die Studierenden Zweck und Motivation der Einrichtung für den Einsatz von Learning Analytics wahrnehmen?

: Um die Zahl der Studierenden, die einen Abschluss erreichen, zu maximieren

; Um die Gewinne zu maximieren

; Um die Abschlussquoten von benachteiligten Studierenden zu verbessern

; Um positive Beziehungen zu den Studierenden zu pflegen

; Damit Studierende eine solche Überwachung befürworten

";"Um positive Beziehungen zu den Studierenden zu pflegen

; Damit Studierende eine solche Überwachung befürworten

";"Um die Gewinne zu maximieren

; Um die Abschlussquoten von benachteiligten Studierenden zu verbessern

";1665059163
10689;10187;9;deferredfeedback;17;1;"1.0000000";"0.0000000";"1.0000000";"0";"Was ist bei der Kategorisierung von Studierenden zu berücksichtigen?

: Die Ortsgebundenheit der Daten

; Die Zeitgebundenheit der Daten

; Die Kategorisierung auf der Grundlage historischer Daten ist fehleranfällig und unvollständig.

; Die Kategorisierung von Studierenden ist für die Lernanalyse ist nicht notwendig.

; Die Kategorisierung darf nicht die Pluralität der studentischen Identität auf einzelne Identitäten einschränken.

";"Die Ortsgebundenheit der Daten

; Die Zeitgebundenheit der Daten

; Die Kategorisierung auf der Grundlage historischer Daten ist fehleranfällig und unvollständig.

; Die Kategorisierung darf nicht die Pluralität der studentischen Identität auf einzelne Identitäten einschränken.

";"Die Ortsgebundenheit der Daten

; Die Kategorisierung auf der Grundlage historischer Daten ist fehleranfällig und unvollständig.

";1665059163
10690;10187;10;deferredfeedback;11;1;"1.0000000";"0.0000000";"1.0000000";"0";"Was kann aus fehlerhaften Lerndiagnosen resultieren?

: Ineffektive und fehlgeleitete Interventionen

; Bessere Noten

; Demotivierung und Unmut bei den Studierenden

; Verbesserte Interventionen

";"Ineffektive und fehlgeleitete Interventionen

; Demotivierung und Unmut bei den Studierenden

";"Demotivierung und Unmut bei den Studierenden

";1665059163
10691;10187;11;deferredfeedback;14;1;"1.0000000";"0.0000000";"1.0000000";"0";"Was scheint für die Akzeptanz der Studierenden für die Aufzeichnung von Bildungsdaten zu sprechen?

: Die Analyse von Studierendendaten ohne deren ausdrückliches Wissen

; Eine breite Akzeptanz der Überwachung von Studierenden

; Die Verwendung von Studierendendaten für nichtpädagogische Zwecke, z. B. für die Mittelbeschaffung.

; Studien stellen fest, dass das Konzept der Aufzeichnung von Bildungsaktivitäten von Studierenden scheinbar akzeptiert wird.

; Online-Privatsphäre als soziale Norm wird mehr und mehr in Frage gestellt.

";"Eine breite Akzeptanz der Überwachung von Studierenden

; Studien stellen fest, dass das Konzept der Aufzeichnung von Bildungsaktivitäten von Studierenden scheinbar akzeptiert wird.

; Online-Privatsphäre als soziale Norm wird mehr und mehr in Frage gestellt.

";"Die Verwendung von Studierendendaten für nichtpädagogische Zwecke, z. B. für die Mittelbeschaffung.

; Studien stellen fest, dass das Konzept der Aufzeichnung von Bildungsaktivitäten von Studierenden scheinbar akzeptiert wird.

";1665059163
10692;10187;12;deferredfeedback;19;1;"1.0000000";"0.0000000";"1.0000000";"0";"Was sollten institutionelle Verhaltenskodizes abdecken?

: Transparenz der gespeicherten Daten

; Einwilligungserklärung

; Zweck und das Ausmaß der Datenerfassung

; Grenzen der Datennutzung

; Eigentum der Daten

";"Transparenz der gespeicherten Daten

; Einwilligungserklärung

; Zweck und das Ausmaß der Datenerfassung

; Grenzen der Datennutzung

; Eigentum der Daten

";"Transparenz der gespeicherten Daten

";1665059163
10693;10187;13;deferredfeedback;15;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Aspekte müssen bei der De-Identifizierung von Daten berücksichtigt werden?

: Vollständige Anonymität im Internet ist nicht erreichbar.

; Für Interventionen müssen Studierende identifiziert werden können.

; Anonymität im Internet ist nicht wünschenswert.

; Die Anonymität von Studierenden muss gewährleistet werden.

";"Für Interventionen müssen Studierende identifiziert werden können.

; Die Anonymität von Studierenden muss gewährleistet werden.

";"Für Interventionen müssen Studierende identifiziert werden können.

";1665059163
10694;10187;14;deferredfeedback;13;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Auswirkungen kann die Reaktion der Studierenden auf die Gefahren von Lernanalysen haben?

: Entscheidung gegen Teilnahme an Lernanalysen

; Verbesserte Aussagekraft des Datensatzes

; Bewusste Falschdarstellung bestimmter Merkmale

; Rückkehr zum Behaviorismus als Lerntheorie

";"Entscheidung gegen Teilnahme an Lernanalysen

; Bewusste Falschdarstellung bestimmter Merkmale

; Rückkehr zum Behaviorismus als Lerntheorie

";"Verbesserte Aussagekraft des Datensatzes

";1665059163
10695;10187;15;deferredfeedback;12;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Auswirkungen kann die Verhaltensmodellierung von Studierenden haben?

: Individuelle Bedürfnisse werden weniger berücksichtigt

; Studierende können nicht alle Eigenschaften der zugehörigen Kohorte teilen und dadurch in ihren Möglichkeiten eingeschränkt werden

; Studierende werden nicht mehr als Individuen, sondern als Teil einer Kohorte betrachtet

; Verhalten und Reaktionen von Institutionen gegenüber Studierenden wird einseitig eingeschränkt

";"Individuelle Bedürfnisse werden weniger berücksichtigt

; Studierende können nicht alle Eigenschaften der zugehörigen Kohorte teilen und dadurch in ihren Möglichkeiten eingeschränkt werden

; Studierende werden nicht mehr als Individuen, sondern als Teil einer Kohorte betrachtet

; Verhalten und Reaktionen von Institutionen gegenüber Studierenden wird einseitig eingeschränkt

";"Studierende werden nicht mehr als Individuen, sondern als Teil einer Kohorte betrachtet

";1665059163
10696;10187;16;deferredfeedback;16;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Gefahren bestehen für Studierende durch die Anwendung von Mustererkennung?: Dass Individuen in vergangenen Entscheidungen gefangen bleiben

; Aktuelle Klischees und Vorurteile werden widergespiegelt und aufrecht erhalten.

; Die Macht in falschen Händen, Menschen auf Basis individueller Anreize, auf die sie reagieren, zu manipulieren

; Die dynamische Natur der Studierenden wird missachtet.

; Studierenden können weniger außerhalb der auferlegten Algorithmen und Modelle handeln.

; Autopropaganda, d.h. die Indoktrinierung mit eigenen Ideen und die Verstärkung des Verlangens nach Dingen, die uns vertraut sind

";"Dass Individuen in vergangenen Entscheidungen gefangen bleiben

; Aktuelle Klischees und Vorurteile werden widergespiegelt und aufrecht erhalten.

; Die Macht in falschen Händen, Menschen auf Basis individueller Anreize, auf die sie reagieren, zu manipulieren

; Die dynamische Natur der Studierenden wird missachtet.

; Studierenden können weniger außerhalb der auferlegten Algorithmen und Modelle handeln.

; Autopropaganda, d.h. die Indoktrinierung mit eigenen Ideen und die Verstärkung des Verlangens nach Dingen, die uns vertraut sind

";"Aktuelle Klischees und Vorurteile werden widergespiegelt und aufrecht erhalten.

; Studierenden können weniger außerhalb der auferlegten Algorithmen und Modelle handeln.

";1665059163
10697;10187;17;deferredfeedback;8;1;"1.0000000";"0.0000000";"1.0000000";"0";"Welche Gefahr besteht, wenn Learning Analytics vor allem zu Berichtszwecken eingesetzt wird?

: Dass es in erster Linie dem Lernen dient

; Dass Studierende als passive Datenproduzenten betrachtet werden

; Dass es als ""aufdringliche Beratung"" eingesetzt wird

";"Dass Studierende als passive Datenproduzenten betrachtet werden

; Dass es als ""aufdringliche Beratung"" eingesetzt wird

";"Dass Studierende als passive Datenproduzenten betrachtet werden

";1665059163
